theory_id,paper_url,paper_name,paper_year
8,https://pubmed.ncbi.nlm.nih.gov/40759809/,AMPK/mTOR balance during exercise: implications for insulin resistance in aging muscle.,2025
10,https://pubmed.ncbi.nlm.nih.gov/40684321/,The emerging role of multiomics in aging research.,2025
3,https://pubmed.ncbi.nlm.nih.gov/37421904/,Evolutionary codependency: insights into the mitonuclear interaction landscape from experimental and wild Caenorhabditis nematodes.,2023
4,https://pubmed.ncbi.nlm.nih.gov/30971658/,[The senescence-accelerated mouse as a model for geriatrics and aging biology].,2019
1,https://pubmed.ncbi.nlm.nih.gov/37561384/,Geroprotective potential of microbiome modulators in the Caenorhabditis elegans model.,2024
4,https://pubmed.ncbi.nlm.nih.gov/31894549/,The Importance of Cellular Senescence in Frailty and Cardiovascular Diseases.,2020
8,https://pubmed.ncbi.nlm.nih.gov/35065134/,Inhibitor GSK690693 extends Drosophila lifespan via reduce AKT signaling pathway.,2022
1,https://pubmed.ncbi.nlm.nih.gov/29113471/,Oxidative Stress in Stem Cell Aging.,2017
2,https://pubmed.ncbi.nlm.nih.gov/38718171/,New Directions in Geroscience: Integrating Social and Behavioral Drivers of Biological Aging.,2024
9,https://pubmed.ncbi.nlm.nih.gov/29719834/,"Genomic Instabilities, Cellular Senescence, and Aging: ",2018
10,https://pubmed.ncbi.nlm.nih.gov/40659676/,MethAgingDB: a comprehensive DNA methylation database for aging biology.,2025
1,https://pubmed.ncbi.nlm.nih.gov/34129171/,The AGE Presents Introduction to Geroscience video lecture series.,2021
6,https://www.biorxiv.org/content/10.1101/436758,Sensory experience controls dendritic structure and behavior by distinct pathways involving degenerins,2018
3,https://pubmed.ncbi.nlm.nih.gov/40697195/,Nutrition and Aging Biology: Summary of a Research Centers Collaborative Network Workshop and Research Needs.,2025
3,https://pubmed.ncbi.nlm.nih.gov/32220593/,Interplay of mitochondrial fission-fusion with cell cycle regulation: Possible impacts on stem cell and organismal aging.,2020
4,https://pubmed.ncbi.nlm.nih.gov/38151348/,[Pathophysiological implications of cellular senescence and prospects for novel anti-aging drugs].,2023
6,https://pubmed.ncbi.nlm.nih.gov/30151729/,A framework for selection of blood-based biomarkers for geroscience-guided clinical trials: report from the TAME Biomarkers Workgroup.,2018
6,https://pubmed.ncbi.nlm.nih.gov/40672508/,"Multi-organ MRI digitizes biological aging clocks across proteomics, metabolomics, and genetics.",2025
4,https://pubmed.ncbi.nlm.nih.gov/37804247/,The Third Annual Symposium of the Midwest Aging Consortium.,2024
3,https://pubmed.ncbi.nlm.nih.gov/40912404/,Nuclear mitochondrial DNA transfer revisited: From genomic noise to hallmark of aging.,2025
8,https://pubmed.ncbi.nlm.nih.gov/32921868/,The untapped potential of reptile biodiversity for understanding how and why animals age.,2020
2,https://pubmed.ncbi.nlm.nih.gov/37580799/,Associations between klotho and telomere biology in high stress caregivers.,2023
10,https://pubmed.ncbi.nlm.nih.gov/40691975/,Demystifying common DNA methylation sites that promote the ability of CheekAge to associate with health and disease.,2025
2,https://pubmed.ncbi.nlm.nih.gov/40864643/,Elucidating causal relationships between circulating inflammatory factors and aging traits: Transcriptomics and Mendelian randomization analyses.,2025
4,https://pubmed.ncbi.nlm.nih.gov/31287934/,Creating the Next Generation of Translational Geroscientists.,2019
7,https://pubmed.ncbi.nlm.nih.gov/34184729/,Auxin treatment increases lifespan in Caenorhabditis elegans.,2021
2,https://pubmed.ncbi.nlm.nih.gov/34901521/,Sleep and Biological Aging: A Short Review.,2021
10,https://pubmed.ncbi.nlm.nih.gov/34138751/,Shifting epigenetic contexts influence regulatory variation and disease risk.,2021
3,https://pubmed.ncbi.nlm.nih.gov/39371165/,"Exploratory functional and quality of life outcomes with daily consumption of the ketone ester bis-octanoyl (R)-1,3-butanediol in healthy older adults: a randomized, parallel arm, double-blind, placebo-controlled study.",2024
2,https://pubmed.ncbi.nlm.nih.gov/35511166/,Plant telomere biology: The green solution to the end-replication problem.,2022
8,https://pubmed.ncbi.nlm.nih.gov/38009412/,SIRT2 transgenic over-expression does not impact lifespan in mice.,2023
4,https://pubmed.ncbi.nlm.nih.gov/26696897/,Patient-Specific Age: The Other Side of the Coin in Advanced Mesenchymal Stem Cell Therapy.,2015
4,https://pubmed.ncbi.nlm.nih.gov/37524436/,A transcriptome-based single-cell biological age model and resource for tissue-specific aging measures.,2023
9,https://pubmed.ncbi.nlm.nih.gov/40586967/,Translational potential of GADD45α: biomarker and therapeutic target in age-associated neurodegeneration and longevity.,2025
10,https://pubmed.ncbi.nlm.nih.gov/32570565/,SPHN - The Swiss Aging Citizen Reference (SACR).,2020
2,https://pubmed.ncbi.nlm.nih.gov/35347083/,Hallmarks of aging-based dual-purpose disease and age-associated targets predicted using PandaOmics AI-powered discovery engine.,2022
3,https://pubmed.ncbi.nlm.nih.gov/38293148/,Lifespan regulation by targeting heme signaling in yeast.,2024
4,https://pubmed.ncbi.nlm.nih.gov/39541752/,Changes in senescence markers after a weight loss intervention in older adults with obesity.,2025
3,https://pubmed.ncbi.nlm.nih.gov/40921197/,"Thyroid Hormones and Aging: Modulators of Mitochondrial Health, Metabolic Flexibility, and Longevity Pathways.",2025
10,https://pubmed.ncbi.nlm.nih.gov/34655509/,Many chronological aging clocks can be found throughout the epigenome: Implications for quantifying biological aging.,2021
3,https://pubmed.ncbi.nlm.nih.gov/33864592/,An energetics perspective on geroscience: mitochondrial protonmotive force and aging.,2021
8,https://pubmed.ncbi.nlm.nih.gov/40178707/,"NIA Caenorhabditis Intervention Testing Program: identification of robust and reproducible pharmacological interventions that promote longevity across experimentally accessible, genetically diverse populations.",2025
3,https://pubmed.ncbi.nlm.nih.gov/41043795/,Mitochondrial dysfunction drives cellular senescence: Molecular mechanisms of inter-organelle communication.,2025
4,https://pubmed.ncbi.nlm.nih.gov/41096641/,Rewinding the Clock: Emerging Pharmacological Strategies for Human Anti-Aging Therapy.,2025
1,https://pubmed.ncbi.nlm.nih.gov/36731807/,A meta-analysis of RNA-Seq studies to identify novel genes that regulate aging.,2023
6,https://pubmed.ncbi.nlm.nih.gov/41009354/,"A Comprehensive Review of the Triangular Relationship Among Diet, Gut Microbiota, and Aging.",2025
8,https://pubmed.ncbi.nlm.nih.gov/36651997/,Adverse cardiovascular and metabolic perturbations among older women: 'fat-craving' hearts.,2023
10,https://pubmed.ncbi.nlm.nih.gov/34506495/,Region-specific H3K9me3 gain in aged somatic tissues in Caenorhabditis elegans.,2021
3,https://pubmed.ncbi.nlm.nih.gov/35283176/,Molecular signature of cardiac remodeling associated with Polymerase Gamma mutation.,2022
2,https://pubmed.ncbi.nlm.nih.gov/40277944/,Induced Pluripotent Stem Cells-Based Regenerative Therapies in Treating Human Aging-Related Functional Decline and Diseases.,2025
3,https://pubmed.ncbi.nlm.nih.gov/40492083/,Contextualizing molecular and structural aging across human organs.,2025
3,https://pubmed.ncbi.nlm.nih.gov/36250163/,Long-term treatment with Elamipretide enhances healthy aging phenotypes in mice.,2022
10,https://www.biorxiv.org/content/10.1101/326769,Deficiency for Piwi results in transmission of a heritable stress that promotes longevity via DAF-16/Foxo,2018
8,https://www.biorxiv.org/content/10.1101/326751,DAF-16/Foxo suppresses the transgenerational sterility of prg-1 piRNA mutants via a systemic small RNA pathway,2018
5,https://pubmed.ncbi.nlm.nih.gov/38329439/,The anti-aging effect of vitamin D and vitamin D receptor in ,2024
7,https://pubmed.ncbi.nlm.nih.gov/37094697/,Antibody toolkit to investigate eEF1A methylation dynamics in mRNA translation elongation.,2023
6,https://www.biorxiv.org/content/10.1101/491340,"A novel NO-dependent \""molecular-memory-switch\"" mediates presynaptic expression and postsynaptic maintenance of LTP in the octopus brain",2018
1,https://pubmed.ncbi.nlm.nih.gov/36084955/,The general law of plasma proteome alterations occurring in the lifetime of Chinese individuals reveals the importance of immunity.,2022
4,https://pubmed.ncbi.nlm.nih.gov/22221057/,High throughput screening technology and the small molecules modulating aging related signals.,2012
9,https://pubmed.ncbi.nlm.nih.gov/30319737/,Modeling Alzheimer's disease in progeria mice. An age-related concept.,2018
1,https://pubmed.ncbi.nlm.nih.gov/38975803/,Activatable Fluorescent Probe for Studying Drug-Induced Senescence In Vitro and In Vivo.,2024
8,https://www.biorxiv.org/content/10.1101/326769,Deficiency for Piwi results in transmission of a heritable stress that promotes longevity via DAF-16/Foxo,2018
10,https://pubmed.ncbi.nlm.nih.gov/39742485/,Histone mark age of human tissues and cell types.,2025
4,https://pubmed.ncbi.nlm.nih.gov/27933066/,Functionally Diverse NK-Like T Cells Are Effectors and Predictors of Successful Aging.,2016
4,https://pubmed.ncbi.nlm.nih.gov/38636670/,Structural MRI analysis of age-related changes and sex differences in marmoset brain volume.,2024
1,https://pubmed.ncbi.nlm.nih.gov/29182711/,Evaluation of the Neuroprotective Potential of N-Acetylcysteine for Prevention and Treatment of Cognitive Aging and Dementia.,2017
4,https://pubmed.ncbi.nlm.nih.gov/40557932/,Why We Can Thrive past Seventy-Five: In Favor of Efforts to Extend the Human Lifespan.,2025
3,https://pubmed.ncbi.nlm.nih.gov/35368021/,Ultrastructural and proteomic profiling of mitochondria-associated endoplasmic reticulum membranes reveal aging signatures in striated muscle.,2022
9,https://pubmed.ncbi.nlm.nih.gov/25722960/,Emerging roles of frailty and inflammaging in risk assessment of age-related chronic diseases in older adults: the intersection between aging biology and personalized medicine.,2015
10,https://pubmed.ncbi.nlm.nih.gov/38215906/,Diet Quality and Epigenetic Aging in the Women's Health Initiative.,2024
3,https://pubmed.ncbi.nlm.nih.gov/36951231/,Plasma acylcarnitines and gut-derived aromatic amino acids as sex-specific hub metabolites of the human aging metabolome.,2023
10,https://pubmed.ncbi.nlm.nih.gov/40729555/,Proteomic Signatures of Epigenetic Age in African Green Monkey Cerebrospinal Fluid and Plasma.,2025
3,https://pubmed.ncbi.nlm.nih.gov/37100857/,Metabolomics analysis of dietary restriction results in a longer lifespan due to alters of amino acid levels in larval hemolymph of Bombyx mori.,2023
8,https://pubmed.ncbi.nlm.nih.gov/36533827/,Long-Term Culture of Individual Caenorhabditis elegans on Solid Media for Longitudinal Fluorescence Monitoring and Aversive Interventions.,2022
9,https://www.biorxiv.org/content/10.1101/704080,Supercentenarians and the oldest-old are concentrated into regions with no birth certificates and short lifespans,2019
10,https://pubmed.ncbi.nlm.nih.gov/40766611/,SkeletAge: Transcriptomics-based Aging Clock Identifies 26 New Targets in Skeletal Muscle Aging.,2025
4,https://pubmed.ncbi.nlm.nih.gov/40353835/,CircAge: A Comprehensive Resource for Aging-associated Circular RNAs Across Species and Tissues.,2025
8,https://pubmed.ncbi.nlm.nih.gov/35842755/,Modestly Increased Incidence of Ketosis in Caloric Restriction Does not Significantly Alter the Effects of Caloric Restriction.,2022
4,https://pubmed.ncbi.nlm.nih.gov/27630559/,Changes in the Transcriptome of Human Astrocytes Accompanying Oxidative Stress-Induced Senescence.,2016
3,https://pubmed.ncbi.nlm.nih.gov/36993207/,The chromatin factors SET-26 and HCF-1 oppose the histone deacetylase HDA-1 in longevity and gene regulation in ,2023
3,https://pubmed.ncbi.nlm.nih.gov/37968423/,Metabolomic characterization of vigor to frailty among community-dwelling older Black and White men and women.,2024
3,https://pubmed.ncbi.nlm.nih.gov/31045254/,Moving Frailty Toward Clinical Practice: NIA Intramural Frailty Science Symposium Summary.,2019
3,https://pubmed.ncbi.nlm.nih.gov/39763886/,Cross comparison of imaging strategies of mitochondria in ,2024
4,https://pubmed.ncbi.nlm.nih.gov/40297496/,Geroscience in heart failure: the search for therapeutic targets in the shared pathobiology of human aging and heart failure.,2025
9,https://pubmed.ncbi.nlm.nih.gov/37323536/,Genetic association of mosaic loss of chromosome Y with prostate cancer in men of European and East Asian ancestries: a Mendelian randomization study.,2023
3,https://pubmed.ncbi.nlm.nih.gov/34087956/,"Nucleotide-binding domain and leucine-rich-repeat-containing protein X1 deficiency induces nicotinamide adenine dinucleotide decline, mechanistic target of rapamycin activation, and cellular senescence and accelerates aging lung-like changes.",2021
7,https://pubmed.ncbi.nlm.nih.gov/24169447/,Proteomic analysis of the SIRT6 interactome: novel links to genome maintenance and cellular stress signaling.,2013
7,https://pubmed.ncbi.nlm.nih.gov/40559997/,"Advances in the Study of Protein Deamidation: Unveiling Its Influence on Aging, Disease Progression, Forensics and Therapeutic Efficacy.",2025
7,https://pubmed.ncbi.nlm.nih.gov/27378378/,Has gene duplication impacted the evolution of Eutherian longevity?,2016
3,https://pubmed.ncbi.nlm.nih.gov/38713053/,Uncharacterized yeast gene ,2024
1,https://pubmed.ncbi.nlm.nih.gov/34528872/,Mesenchymal stromal cell aging impairs the self-organizing capacity of lung alveolar epithelial stem cells.,2021
10,https://pubmed.ncbi.nlm.nih.gov/38485937/,The chromatin factors SET-26 and HCF-1 oppose the histone deacetylase HDA-1 in longevity and gene regulation in C. elegans.,2024
3,https://pubmed.ncbi.nlm.nih.gov/38077060/,Investigating impacts of marine sponge derived mycothiazole and its acetylated derivative on mitochondrial function and aging.,2023
7,https://pubmed.ncbi.nlm.nih.gov/31551760/,Memory Decline and Behavioral Inflexibility in Aged Mice Are Correlated With Dysregulation of Protein Synthesis Capacity.,2019
4,https://pubmed.ncbi.nlm.nih.gov/32441410/,Exercise training reverses cardiac aging phenotypes associated with heart failure with preserved ejection fraction in male mice.,2020
10,https://pubmed.ncbi.nlm.nih.gov/19881908/,MicroRNAs in C. elegans Aging: Molecular Insurance for Robustness?,2009
10,https://pubmed.ncbi.nlm.nih.gov/29912876/,Unique patterns of trimethylation of histone H3 lysine 4 are prone to changes during aging in Caenorhabditis elegans somatic cells.,2018
8,https://pubmed.ncbi.nlm.nih.gov/23551912/,Age-related degeneration of the egg-laying system promotes matricidal hatching in Caenorhabditis elegans.,2013
8,https://pubmed.ncbi.nlm.nih.gov/18155270/,Comparative analysis of microarray data identifies common responses to caloric restriction among mouse tissues.,2008
1,https://pubmed.ncbi.nlm.nih.gov/25354645/,Accelerated aging of reproductive capacity in male rat offspring of protein-restricted mothers is associated with increased testicular and sperm oxidative stress.,2014
8,https://pubmed.ncbi.nlm.nih.gov/29214707/,Movement decline across lifespan of Caenorhabditis elegans mutants in the insulin/insulin-like signaling pathway.,2018
3,https://pubmed.ncbi.nlm.nih.gov/38570396/,Investigating impacts of the mycothiazole chemotype as a chemical probe for the study of mitochondrial function and aging.,2024
1,https://pubmed.ncbi.nlm.nih.gov/32751716/,"A Curcumin Analog Exhibits Multiple Biologic Effects on the Pathogenesis of Alzheimer's Disease and Improves Behavior, Inflammation, and β-Amyloid Accumulation in a Mouse Model.",2020
6,https://pubmed.ncbi.nlm.nih.gov/22924741/,βig-h3 potentiates the profibrogenic effect of TGFβ signaling on connective tissue progenitor cells through the negative regulation of master chondrogenic genes.,2013
10,https://pubmed.ncbi.nlm.nih.gov/40750330/,"Epigenetic drift score captures directional methylation variability and links aging to transcriptional, metabolic, and genetic alterations.",2025
3,https://pubmed.ncbi.nlm.nih.gov/21226948/,Natural variation in life history and aging phenotypes is associated with mitochondrial DNA deletion frequency in Caenorhabditis briggsae.,2011
3,https://pubmed.ncbi.nlm.nih.gov/37269831/,Distinct longevity mechanisms across and within species and their association with aging.,2023
1,https://pubmed.ncbi.nlm.nih.gov/33360051/,The role of curcumin in aging and senescence: Molecular mechanisms.,2021
4,https://pubmed.ncbi.nlm.nih.gov/32800659/,A Senescence-Centric View of Aging: Implications for Longevity and Disease.,2020
3,https://pubmed.ncbi.nlm.nih.gov/35025006/,Dietary Phytochemicals that Can Extend Longevity by Regulation of Metabolism.,2022
5,https://pubmed.ncbi.nlm.nih.gov/37373550/,Genetic and Epigenetic Mechanisms of Longevity in Forest Trees.,2023
1,https://pubmed.ncbi.nlm.nih.gov/35626750/,Yeast Chronological Lifespan: Longevity Regulatory Genes and Mechanisms.,2022
1,https://pubmed.ncbi.nlm.nih.gov/35968115/,Seed Longevity in Legumes: Deeper Insights Into Mechanisms and Molecular Perspectives.,2022
10,https://pubmed.ncbi.nlm.nih.gov/26639084/,Genetic factors and epigenetic mechanisms of longevity: current perspectives.,2015
10,https://pubmed.ncbi.nlm.nih.gov/39300745/,Causal associations and shared genetic etiology of neurodegenerative diseases with epigenetic aging and human longevity.,2024
8,https://pubmed.ncbi.nlm.nih.gov/24606899/,"The ratio of macronutrients, not caloric intake, dictates cardiometabolic health, aging, and longevity in ad libitum-fed mice.",2014
2,https://pubmed.ncbi.nlm.nih.gov/25045704/,We are ageing.,2014
10,https://pubmed.ncbi.nlm.nih.gov/37076473/,Multi-omic underpinnings of epigenetic aging and human longevity.,2023
4,https://pubmed.ncbi.nlm.nih.gov/31534207/,Microbial ageing and longevity.,2019
3,https://pubmed.ncbi.nlm.nih.gov/34889504/,Mitophagy in aging and longevity.,2022
7,https://pubmed.ncbi.nlm.nih.gov/31144030/,Autophagy in aging and longevity.,2020
8,https://pubmed.ncbi.nlm.nih.gov/37482753/,Longevity through diet restriction and immunity.,2023
1,https://pubmed.ncbi.nlm.nih.gov/24603410/,Genetics and epigenetics of aging and longevity.,2014
1,https://pubmed.ncbi.nlm.nih.gov/20716943/,Forever young: mechanisms of natural anoxia tolerance and potential links to longevity.,2010
9,https://www.biorxiv.org/content/10.1101/326769,Deficiency for Piwi results in transmission of a heritable stress that promotes longevity via DAF-16/Foxo,2018
1,https://pubmed.ncbi.nlm.nih.gov/34575832/,Ginsenoside Prolongs the Lifespan of ,2021
8,https://pubmed.ncbi.nlm.nih.gov/25705204/,"Insulin, aging, and the brain: mechanisms and implications.",2015
8,https://pubmed.ncbi.nlm.nih.gov/25883209/,Longevity: epigenetic and biomolecular aspects.,2015
1,https://pubmed.ncbi.nlm.nih.gov/32971886/,The Lipidome Fingerprint of Longevity.,2020
8,https://pubmed.ncbi.nlm.nih.gov/39760475/,Dietary cinnamon promotes longevity and extends healthspan via mTORC1 and autophagy signaling.,2025
8,https://pubmed.ncbi.nlm.nih.gov/38757144/,"Amino acid restriction, aging, and longevity: an update.",2024
1,https://pubmed.ncbi.nlm.nih.gov/31154014/,Effects of light on aging and longevity.,2019
1,https://pubmed.ncbi.nlm.nih.gov/37546268/,Insights into mechanisms of seed longevity in soybean: a review.,2023
10,https://pubmed.ncbi.nlm.nih.gov/24388148/,Cellular and molecular longevity pathways: the old and the new.,2014
5,https://pubmed.ncbi.nlm.nih.gov/39217308/,Role of the central nervous system in cell non-autonomous signaling mechanisms of aging and longevity in mammals.,2024
3,https://pubmed.ncbi.nlm.nih.gov/35162994/,Combining Metabolomics and Experimental Evolution Reveals Key Mechanisms Underlying Longevity Differences in Laboratory Evolved ,2022
8,https://pubmed.ncbi.nlm.nih.gov/24274752/,Bacteria and the aging and longevity of Caenorhabditis elegans.,2013
6,https://pubmed.ncbi.nlm.nih.gov/26811290/,Cell-Nonautonomous Mechanisms Underlying Cellular and Organismal Aging.,2016
8,https://pubmed.ncbi.nlm.nih.gov/35594901/,Seed Dormancy and Longevity: A Mutual Dependence or a Trade-Off?,2022
8,https://pubmed.ncbi.nlm.nih.gov/39965249/,The Role of Hypoxia in Longevity.,2025
9,https://pubmed.ncbi.nlm.nih.gov/26937346/,"Genetics, lifestyle and longevity: Lessons from centenarians.",2015
7,https://pubmed.ncbi.nlm.nih.gov/31737995/,Proteomics of Long-Lived Mammals.,2020
1,https://pubmed.ncbi.nlm.nih.gov/38887610/,Update on the mechanism of microglia involvement in post-stroke cognitive impairment.,2024
8,https://pubmed.ncbi.nlm.nih.gov/26318059/,Basic mechanisms of longevity: A case study of Drosophila pro-longevity genes.,2015
1,https://www.biorxiv.org/content/10.1101/320754,Dorsal/NF-κB exhibits a dorsal-to-ventral mobility gradient in the Drosophila embryo,2018
2,https://pubmed.ncbi.nlm.nih.gov/40967493/,Cardiac aging: Molecular mechanisms and therapeutic interventions.,2025
6,https://pubmed.ncbi.nlm.nih.gov/31448092/,Recent advances in understanding the mechanisms determining longevity.,2019
1,https://www.biorxiv.org/content/10.1101/347344,The evolution and maintenance of extraordinary allelic diversity,2018
1,https://pubmed.ncbi.nlm.nih.gov/25871373/,Longevity extension by phytochemicals.,2015
8,https://pubmed.ncbi.nlm.nih.gov/40359345/,Protein-Restricted Diets and Their Impact on Metabolic Health and Aging.,2025
1,https://pubmed.ncbi.nlm.nih.gov/33516916/,Hydrogen sulfide in longevity and pathologies: Inconsistency is malodorous.,2021
6,https://www.biorxiv.org/content/10.1101/653535,Interfacial energy constraints are sufficient to align cells over large distances,2019
1,https://pubmed.ncbi.nlm.nih.gov/36149314/,Raffinose family oligosaccharides (RFOs): role in seed vigor and longevity.,2022
8,https://pubmed.ncbi.nlm.nih.gov/35909509/,"Somatotropic Axis, Pace of Life and Aging.",2022
1,https://pubmed.ncbi.nlm.nih.gov/33091597/,Healthful aging mediated by inhibition of oxidative stress.,2020
4,https://pubmed.ncbi.nlm.nih.gov/28286215/,Thyroid hormones in extreme longevity.,2017
3,https://pubmed.ncbi.nlm.nih.gov/32362258/,Mitochondrial cross-compartmental signalling to maintain proteostasis and longevity.,2020
6,https://www.biorxiv.org/content/10.1101/677617,Intramolecular Communication and Allosteric Sites in Enzymes Unraveled by Time-Dependent Linear Response Theory,2019
1,https://pubmed.ncbi.nlm.nih.gov/37237854/,Redox-Mechanisms of Molecular Hydrogen Promote Healthful Longevity.,2023
3,https://pubmed.ncbi.nlm.nih.gov/35850516/,Cellular and Mitochondrial Quality Control Mechanisms in Maintaining Homeostasis in Aging.,2022
6,https://pubmed.ncbi.nlm.nih.gov/35817297/,Adipose tissue and ovarian aging: Potential mechanism and protective strategies.,2022
7,https://www.biorxiv.org/content/10.1101/324517,Cis-nonPro Peptides: Genuine Occurrences and their Functional Roles,2018
8,https://pubmed.ncbi.nlm.nih.gov/35914402/,Role of plant-based diets in promoting health and longevity.,2022
6,https://www.biorxiv.org/content/10.1101/347344,The evolution and maintenance of extraordinary allelic diversity,2018
1,https://pubmed.ncbi.nlm.nih.gov/39197398/,"Punica granatum L. leaf extract enhances stress tolerance and promotes healthy longevity through HLH-30/TFEB, DAF16/FOXO, and SKN1/NRF2 crosstalk in Caenorhabditis elegans.",2024
1,https://pubmed.ncbi.nlm.nih.gov/37751555/,Ribosome-binding antibiotics increase bacterial longevity and growth efficiency.,2023
8,https://pubmed.ncbi.nlm.nih.gov/28802547/,Good Ol' Fat: Links between Lipid Signaling and Longevity.,2017
1,https://www.biorxiv.org/content/10.1101/653535,Interfacial energy constraints are sufficient to align cells over large distances,2019
1,https://pubmed.ncbi.nlm.nih.gov/36017100/,Advances in cell death mechanisms involved in viral myocarditis.,2022
1,https://pubmed.ncbi.nlm.nih.gov/34440172/,Exosomes and Micro-RNAs in Aging Process.,2021
8,https://pubmed.ncbi.nlm.nih.gov/18799928/,Longevity genes: insights from calorie restriction and genetic longevity models.,2008
7,https://www.biorxiv.org/content/10.1101/677617,Intramolecular Communication and Allosteric Sites in Enzymes Unraveled by Time-Dependent Linear Response Theory,2019
10,https://pubmed.ncbi.nlm.nih.gov/40877537/,Unlocking longevity through the comparative biology of aging.,2025
8,https://pubmed.ncbi.nlm.nih.gov/20969980/,Caloric restriction and longevity: effects of reduced body temperature.,2011
8,https://pubmed.ncbi.nlm.nih.gov/22094422/,Amino acid homeostasis and chronological longevity in Saccharomyces cerevisiae.,2012
8,https://pubmed.ncbi.nlm.nih.gov/20667513/,Longevity and lifespan control in mammals: lessons from the mouse.,2010
3,https://pubmed.ncbi.nlm.nih.gov/31667999/,Causal roles of mitochondrial dynamics in longevity and healthy aging.,2019
8,https://pubmed.ncbi.nlm.nih.gov/23268299/,"[The sirtuin family : regulators that connect metabolism, aging, and longevity].",2013
2,https://pubmed.ncbi.nlm.nih.gov/35278719/,Genetic mechanisms of aging in plants: What can we learn from them?,2022
8,https://pubmed.ncbi.nlm.nih.gov/33977597/,Extension of chronological lifespan in Schizosaccharomyces pombe.,2021
8,https://pubmed.ncbi.nlm.nih.gov/31109448/,Conserved signaling pathways genetically associated with longevity across the species.,2019
5,https://pubmed.ncbi.nlm.nih.gov/39254418/,Tree Longevity: Multifaceted Genetic Strategies and Beyond.,2025
5,https://pubmed.ncbi.nlm.nih.gov/23063987/,Regulation of longevity by the reproductive system.,2013
1,https://pubmed.ncbi.nlm.nih.gov/38576517/,Mechanistic insights into fasting-induced autophagy in the aging heart.,2024
1,https://pubmed.ncbi.nlm.nih.gov/39480905/,Unveiling the Longevity Potential of Natural Phytochemicals: A Comprehensive Review of Active Ingredients in Dietary Plants and Herbs.,2024
3,https://pubmed.ncbi.nlm.nih.gov/21115531/,Systems biology of ageing and longevity.,2011
10,https://pubmed.ncbi.nlm.nih.gov/21088573/,Nutritional influence on epigenetics and effects on longevity.,2011
1,https://pubmed.ncbi.nlm.nih.gov/24941891/,Caloric restriction and the aging process: a critique.,2014
1,https://pubmed.ncbi.nlm.nih.gov/15231060/,Long-lived worms and aging.,2004
1,https://pubmed.ncbi.nlm.nih.gov/30542372/,Impact of Growth Hormone-Related Mutations on Mammalian Aging.,2018
10,https://pubmed.ncbi.nlm.nih.gov/31309340/,"Genetic background, epigenetic factors and dietary interventions which influence human longevity.",2019
6,https://pubmed.ncbi.nlm.nih.gov/24766894/,Inflammasomes and metabolic disorders: old genes in modern diseases.,2014
3,https://pubmed.ncbi.nlm.nih.gov/31080045/,Organelle aging: Lessons from model organisms.,2019
1,https://pubmed.ncbi.nlm.nih.gov/24650523/,Longevity and aging. Role of free radicals and xanthine oxidase. A review.,2014
1,https://pubmed.ncbi.nlm.nih.gov/28595161/,Non-linear actions of physiological agents: Finite disarrangements elicit fitness benefits.,2017
1,https://pubmed.ncbi.nlm.nih.gov/19103250/,Insulin/IGF-1 and ROS signaling pathway cross-talk in aging and longevity determination.,2009
8,https://pubmed.ncbi.nlm.nih.gov/19686211/,Symposium overview: Chemical senses and longevity.,2009
10,https://pubmed.ncbi.nlm.nih.gov/25916584/,Evolutionary genetic bases of longevity and senescence.,2015
8,https://pubmed.ncbi.nlm.nih.gov/29954158/,Obesity and Aging in the ,2018
3,https://pubmed.ncbi.nlm.nih.gov/25666573/,Mitochondrial genomes and exceptional longevity in a Chinese population: the Rugao longevity study.,2015
1,https://pubmed.ncbi.nlm.nih.gov/33941065/,A Crosstalk between the Biorhythms and Gatekeepers of Longevity: Dual Role of Glycogen Synthase Kinase-3.,2021
7,https://pubmed.ncbi.nlm.nih.gov/22533434/,"Bile acids, chaperones, and mammalian longevity.",2012
8,https://pubmed.ncbi.nlm.nih.gov/28800931/,Molecular signatures of longevity: Insights from cross-species comparative studies.,2017
7,https://pubmed.ncbi.nlm.nih.gov/38467544/,Synthetic Activators of Autophagy.,2024
2,https://pubmed.ncbi.nlm.nih.gov/31266154/,Telomeres and Longevity: A Cause or an Effect?,2019
1,https://pubmed.ncbi.nlm.nih.gov/33777324/,Cardiac Aging: From Basic Research to Therapeutics.,2021
2,https://pubmed.ncbi.nlm.nih.gov/18054991/,Telomere length inheritance and aging.,2008
2,https://pubmed.ncbi.nlm.nih.gov/40725452/,"Molecular and Environmental Modulators of Aging: Interplay Between Inflammation, Epigenetics, and RNA Stability.",2025
5,https://pubmed.ncbi.nlm.nih.gov/23450447/,Links between growth hormone and aging.,2013
8,https://pubmed.ncbi.nlm.nih.gov/23604793/,Metabolic mechanisms of longevity: Caloric restriction in mammals and longevity mutations in Caenorhabditis elegans; a common pathway??,2000
1,https://pubmed.ncbi.nlm.nih.gov/34857572/,"How community participation in water and sanitation interventions impacts human health, WASH infrastructure and service longevity in low-income and middle-income countries: a realist review.",2021
2,https://pubmed.ncbi.nlm.nih.gov/39963130/,Cellular senescence: from homeostasis to pathological implications and therapeutic strategies.,2025
7,https://pubmed.ncbi.nlm.nih.gov/26801879/,Glycomics and glycoproteomics focused on aging and age-related diseases--Glycans as a potential biomarker for physiological alterations.,2016
